orderID,orderTime,userID,couponsReceived,basketValue,couponID1,price1,basePrice1,reward1,premiumProduct1,brand1,productGroup1,categoryIDs1,coupon1Used,couponID2,price2,basePrice2,reward2,premiumProduct2,brand2,productGroup2,categoryIDs2,coupon2Used,couponID3,price3,basePrice3,reward3,premiumProduct3,brand3,productGroup3,categoryIDs3,coupon3Used
97,2015-01-06 22:51:15,user97,2015-01-06 21:45:59,395.63,cpn255,5.56,4.27,1.57,0,brand3,prod30,cat1,0,cpn95,3.47,0.69,0.94,1,brand4,prod11,cat3:cat7,0,cpn70,2.32,5.79,1.57,1,brand4,prod4,cat5:cat7:cat4,0
98,2015-01-06 23:01:51,user98,2015-01-06 22:28:40,185.24,cpn256,4.12,3.43,1.26,0,brand3,prod12,cat5:cat9,1,cpn257,2.73,1.09,1.26,0,brand3,prod69,cat5:cat2,0,cpn258,2.5,2.5,0.94,0,brand3,prod90,cat5:cat4,0
99,2015-01-06 23:02:48,user99,2015-01-06 15:31:50,214.23,cpn259,6.21,8.86,1.57,0,brand7,prod40,cat1:cat15:cat4,0,cpn181,7.5,1.56,1.57,0,brand3,prod28,cat3,0,cpn260,5.93,4.56,1.26,0,brand5,prod100,cat2,0
100,2015-01-06 23:18:33,user100,2015-01-06 16:06:47,423.46,cpn94,8.89,3.7,1.26,0,brand6,prod33,cat1,0,cpn261,11.99,1.26,1.26,0,brand2,prod36,cat3,1,cpn262,2.73,4.55,1.88,0,brand14,prod44,cat5,0
101,2015-01-06 23:20:46,user101,2015-01-06 23:09:25,295.23,cpn80,3.33,3.33,1.26,0,brand3,prod32,cat11,1,cpn263,6.67,1.11,1.57,0,brand3,prod28,cat3:cat9,0,cpn264,3.66,3.66,0.63,0,brand2,prod3,cat5:cat9,0
102,2015-01-06 23:51:01,user102,2015-01-06 18:15:18,245.4,cpn265,3.15,0.63,1.26,0,brand3,prod101,cat8,0,cpn62,4.45,1.48,0.94,0,brand3,prod44,cat16:cat5:cat17,0,cpn266,2.73,0.27,1.57,0,brand13,prod102,cat13,0
103,2015-01-07 00:05:41,user103,2015-01-06 23:33:57,449.81,cpn156,7.32,2.08,1.57,0,brand6,prod74,cat1,0,cpn267,4.45,1.64,1.26,0,brand3,prod46,cat3,0,cpn268,2.73,3.03,1.57,0,brand5,prod57,cat5:cat2,0
104,2015-01-07 00:28:56,user104,2015-01-06 20:33:10,187.42,cpn269,13.52,7.51,0.63,1,brand4,prod7,cat1:cat7,0,cpn15,4.91,2.45,1.57,1,brand4,prod14,cat5,0,cpn270,3.33,16.67,1.57,1,brand4,prod72,cat5:cat7,0
105,2015-01-07 06:11:32,user105,2015-01-06 15:23:15,203.07,cpn271,4.35,2.18,1.26,0,brand3,prod21,cat12,0,cpn159,4.26,2.13,1.26,0,brand6,prod74,cat1,0,cpn188,18.48,6.16,1.26,0,brand3,prod3,cat5,1
106,2015-01-07 06:52:26,user106,2015-01-06 16:31:49,216.92,cpn272,15.7,15.7,1.26,0,brand3,prod17,cat5:cat9,0,cpn273,3.66,0,0.63,0,brand3,prod35,cat8,0,cpn274,2.59,0.48,1.57,0,brand2,prod103,cat5,1
107,2015-01-07 07:41:05,user107,2015-01-07 07:34:56,204.23,cpn108,13.06,1.44,1.26,0,brand2,prod15,cat8:cat9,1,cpn181,7.5,1.56,1.57,0,brand3,prod28,cat3,0,cpn275,4.45,1.58,0.94,0,brand3,prod44,cat16:cat5:cat17,0
108,2015-01-07 07:56:12,user108,2015-01-06 18:59:52,284.85,cpn184,2.96,0,1.26,1,brand4,prod35,cat8:cat7,0,cpn71,5.51,1.1,1.88,1,brand4,prod24,cat5:cat7,0,cpn276,4.58,2.29,0.94,1,brand4,prod14,cat5:cat7,0
109,2015-01-07 08:11:05,user109,2015-01-07 07:40:30,240.95,cpn184,2.96,0,1.26,1,brand4,prod35,cat8:cat7,0,cpn277,4.58,1.53,1.57,1,brand4,prod8,cat3:cat7,1,cpn90,3.43,0.48,2.2,1,brand4,prod37,cat5:cat7,0
110,2015-01-07 08:31:10,user110,2015-01-07 05:42:57,813.81,cpn278,2.41,1.2,1.57,0,brand2,prod68,cat8:cat4:cat9,1,cpn279,5.28,5.28,1.26,0,brand3,prod3,cat5,0,cpn280,3.43,0.69,1.57,0,brand3,prod58,cat5:cat15:cat2,0
111,2015-01-07 08:36:20,user111,2015-01-07 08:20:10,203.39,cpn13,12.27,2.45,1.26,0,brand6,prod7,cat1,1,cpn281,5.23,4.19,1.57,0,brand5,prod29,cat5:cat15:cat2,0,cpn282,2.5,2.5,1.57,1,brand4,prod60,cat5:cat7,0
112,2015-01-07 08:37:35,user112,2015-01-07 07:51:19,221.27,cpn283,10.98,3.43,1.57,0,brand2,prod31,cat1,1,cpn284,10.65,0,1.88,0,brand3,prod3,cat5,1,cpn285,6.11,4.89,1.57,0,brand3,prod90,cat5:cat4,1
113,2015-01-07 08:41:25,user113,2015-01-07 07:05:39,273.97,cpn286,2.73,0.55,1.57,0,brand7,prod66,cat11,1,cpn32,7.36,1.47,1.57,0,brand3,prod24,cat5,0,cpn287,7.36,1.47,0.63,0,brand3,prod17,cat5,0
114,2015-01-07 08:44:47,user114,2015-01-06 19:26:01,210.71,cpn288,6.67,8.34,1.26,0,brand2,prod40,cat1,0,cpn289,4.17,0.83,0.94,1,brand4,prod27,cat5:cat7,0,cpn290,4.26,0.98,1.88,0,brand3,prod27,cat5:cat18,0
115,2015-01-07 08:57:08,user115,2015-01-06 15:10:03,193.16,cpn203,10.88,3.2,1.57,0,brand2,prod31,cat1:cat4:cat2,0,cpn58,4.82,1.05,1.57,1,brand4,prod28,cat3:cat7,0,cpn227,2.73,0,1.88,1,brand4,prod75,cat5:cat7,0
116,2015-01-07 09:04:03,user116,2015-01-06 18:12:48,282.07,cpn291,3.94,13.11,1.57,0,brand5,prod104,cat8:cat2,0,cpn292,3.52,2.34,2.2,0,brand5,prod103,cat5:cat15:cat19:cat2,0,cpn293,3.66,1.46,1.26,0,brand3,prod103,cat5:cat19,0
117,2015-01-07 09:05:21,user117,2015-01-07 08:57:13,148.19,cpn294,3.52,2.34,2.2,0,brand3,prod105,cat11:cat19:cat4,1,cpn295,3.06,0.31,1.88,1,brand4,prod75,cat5:cat7,0,cpn264,3.66,3.66,0.63,0,brand2,prod3,cat5:cat9,1
118,2015-01-07 09:08:18,user118,2015-01-07 07:41:42,270.68,cpn180,6.11,2.04,1.26,0,brand3,prod74,cat1,0,cpn296,5.74,1.59,1.57,0,brand3,prod28,cat3,0,cpn96,3.61,1.9,1.88,0,brand5,prod29,cat5:cat15:cat2,0
119,2015-01-07 09:12:36,user119,2015-01-07 09:09:44,194.87,cpn297,2.73,2.19,0.94,0,brand3,prod106,cat8,1,cpn298,4.49,2.24,1.57,0,brand3,prod86,cat3,1,cpn299,6.07,0.6,1.57,0,brand3,prod107,cat21,1
120,2015-01-07 09:21:40,user120,2015-01-06 15:10:39,227.57,cpn39,5.56,4.27,1.57,0,brand3,prod30,cat1,0,cpn300,5.65,1.13,1.57,0,brand2,prod8,cat3,0,cpn301,20.38,13.58,0.94,0,brand3,prod18,cat5,0
121,2015-01-07 09:23:17,user121,2015-01-06 21:54:40,190.06,cpn302,8.29,8.29,1.26,1,brand4,prod40,cat1:cat4,1,cpn303,3.8,2.45,1.57,0,brand3,prod44,cat5,0,cpn304,3.52,1.85,1.26,0,brand3,prod44,cat5,0
122,2015-01-07 09:29:16,user122,2015-01-07 09:19:41,491.3,cpn240,7.5,1.67,1.26,0,brand2,prod30,cat1:cat4,0,cpn305,18.29,3.05,3.14,0,brand2,prod36,cat22,0,cpn306,4.08,7.41,2.2,0,brand2,prod103,cat5,0
123,2015-01-07 09:31:09,user123,2015-01-07 09:10:24,185.75,cpn91,7.18,1.7,0.94,0,brand6,prod33,cat1:cat4,0,cpn307,6.3,1.26,0.94,1,brand16,prod93,cat10:cat7,1,cpn308,4.58,0.92,0.94,1,brand4,prod27,cat5,1
124,2015-01-07 09:35:05,user124,2015-01-07 09:04:18,215.99,cpn88,9.63,9.63,1.26,1,brand4,prod40,cat1:cat7,0,cpn309,5.51,0.73,1.26,0,brand3,prod27,cat5:cat2,0,cpn275,4.45,1.58,0.94,0,brand3,prod44,cat16:cat5:cat17,0
125,2015-01-07 09:35:47,user125,2015-01-06 15:50:07,337,cpn310,4.35,2.9,1.26,0,brand2,prod74,cat1:cat4,0,cpn311,5.37,1.07,1.57,0,brand11,prod93,cat10,0,cpn312,3.89,0.56,2.2,1,brand4,prod37,cat5:cat7,0
126,2015-01-07 09:37:18,user126,2015-01-06 16:24:03,116.01,cpn313,10.28,1.71,0.94,0,brand3,prod15,cat8,0,cpn314,4.17,23.16,1.88,0,brand3,prod4,cat5,0,cpn315,2.32,0.46,0.94,0,brand2,prod85,cat5,0
127,2015-01-07 09:38:48,user127,2015-01-07 08:35:39,186.21,cpn316,4.26,2.13,1.26,0,brand17,prod108,cat23,0,cpn317,5.51,2.29,1.26,0,brand17,prod108,cat23,0,cpn43,3.75,1.07,0.94,0,brand2,prod8,cat3,0
128,2015-01-07 09:39:21,user128,2015-01-07 09:28:38,387.57,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,0,cpn319,9.17,1.05,1.26,0,brand3,prod28,cat3,0,cpn320,4.54,1.33,1.88,0,brand5,prod73,cat5:cat18:cat2,0
129,2015-01-07 09:43:59,user129,2015-01-07 09:30:03,200.85,cpn321,9.17,3.06,1.26,0,brand3,prod109,cat12:cat2,0,cpn322,7.22,2.41,0.94,0,brand3,prod87,cat12,1,cpn323,4.72,0.94,1.57,0,brand3,prod110,cat6,0
130,2015-01-07 09:45:26,user130,2015-01-07 09:25:29,253.55,cpn324,4.63,2.32,1.26,1,brand4,prod51,cat8:cat7,0,cpn325,2.64,0.53,0,1,brand4,prod11,cat3:cat7,0,cpn161,8.29,1.66,1.57,1,brand4,prod3,cat5:cat7:cat15:cat4,0
131,2015-01-07 09:50:34,user131,2015-01-06 15:06:58,238.22,cpn283,10.98,3.43,1.57,0,brand2,prod31,cat1,0,cpn326,8.29,2.07,1.57,0,brand3,prod28,cat3,0,cpn327,5.93,3.11,1.88,0,brand5,prod29,cat5:cat15:cat2,0
132,2015-01-07 09:52:55,user132,2015-01-06 21:17:53,218.21,cpn328,2.69,0.54,1.57,0,brand3,prod58,cat5:cat2,0,cpn329,2.32,0.87,0.94,0,brand3,prod111,cat5,0,cpn330,5.51,2.39,0.94,0,brand3,prod37,cat5,0
133,2015-01-07 10:01:05,user133,2015-01-07 08:55:57,223.45,cpn193,9.17,3.67,1.26,1,brand4,prod7,cat1:cat7:cat4,0,cpn261,11.99,1.26,1.26,0,brand2,prod36,cat3,0,cpn331,9.54,2.38,0.94,0,brand3,prod12,cat5,0
134,2015-01-07 10:10:35,user134,2015-01-06 15:07:44,323.71,cpn332,17.55,0,1.57,0,brand3,prod3,cat5:cat15,0,cpn333,3.7,1.08,1.26,0,brand3,prod112,cat21,0,cpn334,3.7,1.08,1.26,0,brand3,prod112,cat21,0
135,2015-01-07 10:14:38,user135,2015-01-07 09:59:11,104.15,cpn105,3.06,3.06,1.88,1,brand4,prod61,cat11:cat7,0,cpn335,2.27,0.32,0,0,brand3,prod113,cat11,0,cpn336,5.28,0.58,1.26,0,brand3,prod71,cat12,0
136,2015-01-07 10:19:53,user136,2015-01-06 16:14:04,695.21,cpn337,9.17,152.82,1.57,1,brand4,prod15,cat8:cat7,1,cpn338,8.1,0.9,1.26,0,brand3,prod2,cat16:cat3:cat4:cat2:cat17,0,cpn339,8.29,1.66,0.94,0,brand3,prod17,cat5,0
137,2015-01-07 10:20:11,user137,2015-01-07 06:20:58,195.43,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,0,cpn261,11.99,1.26,1.26,0,brand2,prod36,cat3,0,cpn340,8.52,1.7,1.26,0,brand3,prod18,cat5,0
138,2015-01-07 10:21:34,user138,2015-01-07 09:54:32,220.57,cpn341,14.82,8.22,0.63,0,brand6,prod45,cat1:cat4:cat9,0,cpn342,25.89,0,0.94,0,brand3,prod114,cat5:cat9,0,cpn343,3.66,3.33,1.26,0,brand3,prod57,cat5:cat4:cat2,0
139,2015-01-07 10:27:40,user139,2015-01-07 09:57:08,208.81,cpn344,7.04,3.52,1.57,0,brand2,prod31,cat1,1,cpn135,3.15,0.44,0.94,0,brand3,prod37,cat5:cat2,0,cpn345,3.33,1.67,1.57,0,brand2,prod14,cat5:cat4,0
140,2015-01-07 10:28:27,user140,2015-01-07 10:06:23,167.09,cpn346,2.41,4.01,1.26,0,brand9,prod1,cat1:cat2,0,cpn90,3.43,0.48,2.2,1,brand4,prod37,cat5:cat7,0,cpn110,3.57,0,1.57,0,brand3,prod60,cat5:cat2,0
141,2015-01-07 10:31:13,user141,2015-01-06 16:57:00,110.5,cpn97,5.84,5.84,1.26,1,brand4,prod40,cat1,0,cpn347,10.14,0,1.88,0,brand3,prod14,cat5:cat4:cat2,0,cpn348,7.36,1.47,2.2,0,brand3,prod3,cat5:cat4:cat2,0
142,2015-01-07 10:32:59,user142,2015-01-07 10:13:02,185.38,cpn349,6.67,1.33,1.26,0,brand3,prod107,cat21,1,cpn350,6.44,0.85,1.88,0,brand3,prod115,cat13,0,cpn351,3.33,0.44,1.57,0,brand3,prod115,cat13,1
143,2015-01-07 10:36:59,user143,2015-01-06 16:15:52,518.81,cpn352,2.96,29.64,1.26,0,brand3,prod48,cat13,0,cpn353,8.29,0.06,1.26,0,brand3,prod116,cat6:cat9,0,cpn354,2.04,1.02,0.94,0,brand3,prod53,cat6:cat9,1
144,2015-01-07 10:43:14,user144,2015-01-07 10:40:14,253.36,cpn355,13.34,1.48,1.26,0,brand2,prod15,cat8:cat9,0,cpn356,8.61,1.79,1.57,0,brand3,prod28,cat3,0,cpn357,7.36,2.95,0.94,0,brand3,prod57,cat5,0
145,2015-01-07 10:44:22,user145,2015-01-07 10:03:19,588.41,cpn358,7.78,1.95,1.26,0,brand3,prod74,cat1,0,cpn98,8.52,0,1.26,0,brand3,prod43,cat3,0,cpn3,12.92,12.92,2.2,0,brand3,prod3,cat5:cat4:cat2,1
146,2015-01-07 10:53:00,user146,2015-01-07 10:29:53,186.26,cpn359,2.41,0.6,3.14,1,brand18,prod117,cat11:cat7,1,cpn360,2.32,0,1.88,0,brand3,prod118,cat11,1,cpn361,5.7,2.28,1.26,0,brand3,prod81,cat1,0
147,2015-01-07 11:07:35,user147,2015-01-06 16:45:10,117.07,cpn272,15.7,15.7,1.26,0,brand3,prod17,cat5:cat9,1,cpn362,8.29,0,2.51,0,brand2,prod119,cat13,0,cpn363,3.98,0,2.51,0,brand2,prod120,cat13,0
148,2015-01-07 11:09:07,user148,2015-01-06 15:24:25,234,cpn364,13.34,1.48,1.26,0,brand3,prod87,cat12,0,cpn365,6.44,0,1.57,0,brand3,prod77,cat6,0,cpn366,12.78,1.42,0.94,0,brand2,prod121,cat12,1
149,2015-01-07 11:13:17,user149,2015-01-06 19:24:11,297.22,cpn367,15.7,1.44,1.26,0,brand3,prod122,cat21,0,cpn357,7.36,2.95,0.94,0,brand3,prod57,cat5,0,cpn368,4.54,4.54,1.57,0,brand3,prod52,cat5,0
150,2015-01-07 11:17:57,user150,2015-01-07 10:45:03,119.06,cpn369,5.56,4.27,1.57,0,brand3,prod30,cat1,1,cpn370,5.51,1.48,1.26,0,brand11,prod123,cat10,1,cpn371,3.61,1.12,1.57,0,brand3,prod73,cat5,1
151,2015-01-07 11:27:59,user151,2015-01-07 10:57:32,194.97,cpn372,10.19,5.09,0.94,0,brand5,prod1,cat1:cat15,0,cpn78,8.1,0.9,1.26,0,brand3,prod2,cat16:cat3:cat2,0,cpn9,2.73,0.88,1.26,0,brand5,prod9,cat5:cat2,1
152,2015-01-07 11:29:52,user152,2015-01-06 15:15:12,188.02,cpn42,8.43,3.51,1.88,0,brand2,prod31,cat1,0,cpn373,2.5,0.5,1.26,1,brand4,prod59,cat5:cat7,1,cpn374,3.52,3.2,1.88,0,brand2,prod4,cat5,0
153,2015-01-07 11:40:48,user153,2015-01-06 16:30:12,202.05,cpn10,2.5,2.08,1.57,0,brand6,prod10,cat1,0,cpn71,5.51,1.1,1.88,1,brand4,prod24,cat5:cat7,0,cpn375,10.65,0,1.88,0,brand3,prod3,cat5,0
154,2015-01-07 11:42:00,user154,2015-01-06 15:13:44,463.84,cpn376,5.93,0.74,1.26,0,brand3,prod124,cat8,1,cpn182,3.66,6.09,1.57,0,brand3,prod69,cat5,0,cpn377,3.24,1.96,1.57,0,brand3,prod125,cat5,1
155,2015-01-07 11:43:51,user155,2015-01-06 17:08:23,373.81,cpn378,4.12,2.74,1.88,0,brand6,prod76,cat1,0,cpn379,8.1,0.9,1.26,0,brand3,prod2,cat3:cat2:cat17,0,cpn380,8.29,2.95,1.26,0,brand5,prod37,cat5:cat2,0
156,2015-01-07 11:51:15,user156,2015-01-07 11:07:44,196.31,cpn381,3.38,3.07,1.26,0,brand3,prod30,cat1,1,cpn382,7.36,1.47,1.57,0,brand11,prod98,cat10,1,cpn383,4.45,9.87,1.26,0,brand3,prod114,cat5,1
157,2015-01-07 11:52:40,user157,2015-01-06 15:17:15,114.2,cpn384,5.14,1.9,0.94,0,brand2,prod51,cat8,0,cpn385,6.11,1.55,3.14,0,brand11,prod98,cat10,0,cpn386,3.66,1.46,1.57,0,brand3,prod58,cat10:cat5:cat2,0
158,2015-01-07 11:55:01,user158,2015-01-06 15:42:24,128.83,cpn95,3.47,0.69,0.94,1,brand4,prod11,cat3:cat7,0,cpn387,9.96,1.99,0.94,0,brand6,prod42,cat1:cat4,0,cpn319,9.17,1.05,1.26,0,brand3,prod28,cat3,0
159,2015-01-07 12:01:22,user159,2015-01-07 07:15:22,259.34,cpn213,12.32,2.73,0.94,0,brand2,prod76,cat1,1,cpn388,6.95,1.16,1.57,0,brand3,prod11,cat3,1,cpn389,8.89,2.22,1.57,0,brand3,prod126,cat5:cat15,1
160,2015-01-07 12:04:49,user160,2015-01-06 19:26:47,272.35,cpn390,9.03,1.81,0.94,0,brand19,prod31,cat1,0,cpn391,12.92,1.61,1.57,0,brand2,prod86,cat3,0,cpn392,4.54,1.51,1.88,0,brand3,prod39,cat5:cat18,0
161,2015-01-07 12:27:08,user161,2015-01-07 11:43:27,185.84,cpn393,3.38,0.33,2.51,0,brand3,prod102,cat13,0,cpn394,11.99,1.49,1.88,0,brand2,prod127,cat8:cat19,1,cpn16,7.5,1.25,0.63,0,brand2,prod15,cat8:cat9,0
162,2015-01-07 12:27:41,user162,2015-01-06 21:19:53,460.46,cpn128,6.44,0,0.94,1,brand4,prod35,cat8:cat7,0,cpn395,3.24,0.65,1.57,1,brand4,prod27,cat5:cat7,0,cpn396,2.73,4.55,1.88,1,brand4,prod4,cat5:cat7,0
163,2015-01-07 12:29:29,user163,2015-01-07 12:09:50,340.7,cpn397,8.29,20.72,0.94,0,brand3,prod3,cat8,0,cpn398,5.51,1.57,1.57,0,brand20,prod108,cat23:cat10:cat5:cat18,0,cpn399,8.29,4.14,1.57,0,brand5,prod114,cat5:cat9:cat2,0
164,2015-01-07 12:41:38,user164,2015-01-07 11:20:26,246.6,cpn400,2.59,1.3,1.26,0,brand2,prod51,cat8,0,cpn175,11.86,5.93,0.63,0,brand3,prod17,cat5,0,cpn135,3.15,0.44,0.94,0,brand3,prod37,cat5:cat2,0
165,2015-01-07 12:42:18,user165,2015-01-07 12:30:20,190.15,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,1,cpn62,4.45,1.48,0.94,0,brand3,prod44,cat16:cat5:cat17,1,cpn401,4.08,11.32,1.57,0,brand3,prod63,cat5:cat18,1
166,2015-01-07 12:55:56,user166,2015-01-07 12:43:08,185.33,cpn205,6.25,2.5,0.63,0,brand2,prod51,cat8:cat4:cat9,0,cpn155,3.15,0,1.26,0,brand5,prod64,cat5:cat2,0,cpn402,3.66,0.73,1.26,0,brand3,prod128,cat5,0
167,2015-01-07 13:00:49,user167,2015-01-07 07:35:38,192.88,cpn403,2.73,0.55,1.88,1,brand4,prod117,cat11:cat7,0,cpn404,2.59,0.38,1.57,0,brand3,prod37,cat5,0,cpn329,2.32,0.87,0.94,0,brand3,prod111,cat5,0
168,2015-01-07 13:03:15,user168,2015-01-07 12:45:37,200.11,cpn3,12.92,12.92,2.2,0,brand3,prod3,cat5:cat4:cat2,0,cpn405,4.45,1.48,1.26,0,brand3,prod71,cat12,1,cpn406,15.7,0,0.63,0,brand3,prod129,cat13,0
169,2015-01-07 13:17:19,user169,2015-01-07 12:58:08,185.8,cpn407,6.39,0.7,1.57,0,brand3,prod71,cat12,1,cpn408,5.28,0.58,2.2,0,brand2,prod71,cat12:cat9,1,cpn409,5.23,0.57,1.26,0,brand3,prod71,cat12,0
170,2015-01-07 13:25:04,user170,2015-01-07 11:38:17,187.46,cpn172,6.44,0,1.57,0,brand3,prod77,cat6,0,cpn410,3.24,1.3,1.57,0,brand3,prod130,cat6,0,cpn411,6.11,3.06,1.26,0,brand5,prod106,cat8,0
171,2015-01-07 13:29:26,user171,2015-01-07 12:43:21,189.04,cpn412,8.66,5.09,1.26,0,brand2,prod131,cat1:cat4,0,cpn413,4.54,0.69,2.2,0,brand3,prod4,cat5:cat4,0,cpn414,3.06,2.04,2.2,0,brand2,prod4,cat5,0
172,2015-01-07 13:48:03,user172,2015-01-07 13:38:29,198.44,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,1,cpn415,8.24,3.3,1.26,1,brand4,prod86,cat3:cat7,1,cpn416,8.29,1.66,1.57,1,brand4,prod17,cat5,0
173,2015-01-07 13:48:18,user173,2015-01-07 13:08:17,224.97,cpn45,10.56,3.52,0.94,0,brand6,prod33,cat1:cat4,0,cpn417,5.19,1.57,1.57,0,brand3,prod46,cat3,1,cpn272,15.7,15.7,1.26,0,brand3,prod17,cat5:cat9,0
174,2015-01-07 13:56:11,user174,2015-01-07 13:30:33,274.85,cpn418,7.36,2.45,1.26,0,brand6,prod33,cat1:cat4,0,cpn8,4.17,1.39,1.26,1,brand4,prod8,cat3:cat7,0,cpn65,5.51,2.75,2.51,1,brand4,prod14,cat5:cat7,0
175,2015-01-07 13:58:26,user175,2015-01-06 15:35:41,358.76,cpn419,12.23,4.08,0,1,brand4,prod131,cat1:cat7:cat15,0,cpn46,4.58,0.92,1.26,1,brand4,prod11,cat3:cat7,0,cpn420,8.52,0,1.57,0,brand5,prod12,cat5:cat2,0
176,2015-01-07 14:07:45,user176,2015-01-07 13:44:16,332.74,cpn421,4.63,1.16,1.57,0,brand6,prod33,cat1,1,cpn422,4.58,1.83,1.57,0,brand3,prod36,cat3,0,cpn423,6.44,1.76,0.94,0,brand3,prod18,cat5,1
177,2015-01-07 14:10:43,user177,2015-01-06 16:07:24,113.23,cpn424,7.32,4.87,1.57,0,brand1,prod1,cat1,0,cpn425,7.59,3.8,1.57,0,brand3,prod86,cat3,0,cpn426,7.36,7.36,1.88,1,brand4,prod14,cat5:cat7:cat4:cat2,0
178,2015-01-07 14:44:34,user178,2015-01-07 14:08:48,188.39,cpn427,3.38,2.25,1.26,0,brand3,prod132,cat8,0,cpn267,4.45,1.64,1.26,0,brand3,prod46,cat3,0,cpn197,3.66,1.92,1.26,0,brand3,prod37,cat5:cat4:cat2,0
179,2015-01-07 14:54:06,user179,2015-01-07 14:20:35,236.97,cpn428,4.49,1.12,1.26,0,brand2,prod68,cat8:cat4,1,cpn429,7.97,1.2,1.26,0,brand3,prod28,cat3,1,cpn430,8.29,3.63,1.26,0,brand3,prod57,cat5,1
180,2015-01-07 14:56:36,user180,2015-01-07 12:26:46,200.57,cpn431,6.3,3.15,0.63,1,brand4,prod51,cat8:cat7:cat15,1,cpn432,3.66,0.76,3.14,1,brand4,prod11,cat3:cat7,0,cpn433,3.24,4.32,1.57,0,brand5,prod103,cat5:cat15:cat2,0
181,2015-01-07 14:58:21,user181,2015-01-06 18:55:14,242.34,cpn434,2.5,0.28,3.14,0,brand3,prod105,cat11:cat4,0,cpn435,3.89,0.65,1.57,0,brand2,prod71,cat12,0,cpn436,3.1,2.58,1.26,0,brand3,prod38,cat1,0
182,2015-01-07 15:05:09,user182,2015-01-06 16:12:57,279.99,cpn156,7.32,2.08,1.57,0,brand6,prod74,cat1,0,cpn181,7.5,1.56,1.57,0,brand3,prod28,cat3,0,cpn90,3.43,0.48,2.2,1,brand4,prod37,cat5:cat7,0
183,2015-01-07 15:15:25,user183,2015-01-06 20:57:27,257.07,cpn437,6.95,2.32,1.26,0,brand2,prod1,cat1,0,cpn149,5.09,1.02,1.57,0,brand3,prod55,cat5,0,cpn438,12.92,8.61,1.26,0,brand3,prod65,cat13,0
184,2015-01-07 15:18:11,user184,2015-01-06 15:40:35,433.69,cpn439,6.67,1.67,1.26,0,brand6,prod33,cat1:cat4,0,cpn440,5.93,0.98,1.57,0,brand2,prod11,cat3,0,cpn140,5.46,2.19,2.2,0,brand5,prod24,cat5:cat2,0
185,2015-01-07 15:27:15,user185,2015-01-06 16:40:25,393.5,cpn441,4.82,1.71,0.63,0,brand2,prod31,cat1:cat4,0,cpn40,11.44,1.31,1.88,0,brand2,prod26,cat3,0,cpn330,5.51,2.39,0.94,0,brand3,prod37,cat5,0
186,2015-01-07 15:40:47,user186,2015-01-07 14:37:41,97.76,cpn19,4.68,2.59,1.26,1,brand4,prod7,cat1:cat7,0,cpn442,6.02,0.8,1.57,0,brand2,prod28,cat3,0,cpn443,17.46,2.18,1.26,0,brand3,prod57,cat5,0
187,2015-01-07 15:48:54,user187,2015-01-07 08:07:37,301.71,cpn444,12.5,15.62,0.94,0,brand5,prod40,cat1:cat2,0,cpn445,6.44,0.89,1.57,0,brand2,prod28,cat3,0,cpn71,5.51,1.1,1.88,1,brand4,prod24,cat5:cat7,0
188,2015-01-07 15:51:18,user188,2015-01-06 16:04:04,407.94,cpn446,5.74,2.87,1.57,0,brand3,prod118,cat11,0,cpn447,5.56,1.11,0.63,0,brand2,prod11,cat3,0,cpn373,2.5,0.5,1.26,1,brand4,prod59,cat5:cat7,0
189,2015-01-07 15:54:40,user189,2015-01-07 01:16:28,431.98,cpn448,8.15,8.15,1.26,0,brand2,prod40,cat1,0,cpn449,3.8,0.63,1.26,0,brand14,prod11,cat3:cat9,0,cpn450,2.73,3.03,1.88,0,brand5,prod29,cat5:cat15:cat2,0
190,2015-01-07 16:02:12,user190,2015-01-06 15:10:19,247.2,cpn451,4.45,0,1.88,0,brand6,prod35,cat8,0,cpn261,11.99,1.26,1.26,0,brand2,prod36,cat3,0,cpn230,3.98,3.98,1.88,0,brand5,prod44,cat5:cat2,0
191,2015-01-07 16:05:03,user191,2015-01-07 16:01:26,93.27,cpn452,2.73,3.41,1.26,0,brand10,prod30,cat1,0,cpn453,5,1.43,1.57,0,brand3,prod46,cat3,0,cpn56,3.66,1.82,1.26,0,brand3,prod37,cat5:cat2,0
192,2015-01-07 16:33:49,user192,2015-01-07 16:16:13,198.25,cpn454,22.23,11.11,0.94,0,brand5,prod7,cat1,0,cpn455,5.46,1.82,1.57,0,brand3,prod86,cat3,0,cpn456,3.66,1.46,1.88,1,brand4,prod133,cat5:cat7,0
193,2015-01-07 16:36:54,user193,2015-01-07 15:58:40,203.72,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,0,cpn296,5.74,1.59,1.57,0,brand3,prod28,cat3,0,cpn457,2.55,1.58,1.26,1,brand4,prod29,cat5:cat7:cat4,0
194,2015-01-07 16:40:58,user194,2015-01-06 16:32:24,254.52,cpn458,4.17,2.08,1.88,0,brand3,prod134,cat1,0,cpn459,9.82,1.31,3.14,0,brand2,prod26,cat3,0,cpn460,3.24,0.65,1.88,1,brand4,prod113,cat11,0
