"","couponID","price","basePrice","reward","brand","productGroup","catSub1","catSub2","catSub3","catSub4","catSub5","nSubCats"
"720","cpn551",3.66,1.46,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"724","cpn553",4.58,0.07,1.88,"brand3","prod139","cat20",NA,NA,NA,NA,1
"725","cpn554",11.99,0,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"726","cpn555",9.22,0,1.88,"brand3","prod140","cat13",NA,NA,NA,NA,1
"745","cpn562",4.58,2.08,1.57,"brand2","prod76","cat1",NA,NA,NA,NA,1
"746","cpn563",5.74,0.29,1.57,"brand2","prod2","cat3",NA,NA,NA,NA,1
"747","cpn564",8.29,1.66,1.57,"brand4","prod17","cat5",NA,NA,NA,NA,1
"748","cpn565",2.73,1.36,0.63,"brand2","prod74","cat1",NA,NA,NA,NA,1
"754","cpn566",2.73,2.09,1.57,"brand6","prod38","cat1",NA,NA,NA,NA,1
"758","cpn568",2.87,0.47,0.94,"brand2","prod13","cat3",NA,NA,NA,NA,1
"762","cpn569",8.29,1.66,1.57,"brand4","prod17","cat5",NA,NA,NA,NA,1
"764","cpn571",6.95,0.96,0.94,"brand3","prod86","cat3",NA,NA,NA,NA,1
"766","cpn572",4.4,2.44,1.57,"brand2","prod30","cat1",NA,NA,NA,NA,1
"771","cpn575",6.76,0,1.57,"brand3","prod141","cat6",NA,NA,NA,NA,1
"775","cpn579",3.75,2.5,3.14,"brand3","prod51","cat8",NA,NA,NA,NA,1
"777","cpn580",2.69,0.04,1.57,"brand3","prod34","cat5",NA,NA,NA,NA,1
"782","cpn581",3.98,0.8,1.57,"brand3","prod58","cat5",NA,NA,NA,NA,1
"783","cpn582",3.98,0.8,1.57,"brand3","prod58","cat5",NA,NA,NA,NA,1
"794","cpn585",9.22,2.56,1.57,"brand3","prod28","cat3",NA,NA,NA,NA,1
"795","cpn586",5.93,5.38,1.57,"brand5","prod100","cat2",NA,NA,NA,NA,1
"806","cpn588",2.87,2.2,3.14,"brand3","prod12","cat5",NA,NA,NA,NA,1
"809","cpn591",6.3,2.52,1.57,"brand3","prod93","cat10",NA,NA,NA,NA,1
"814","cpn594",2.55,1.27,1.57,"brand2","prod68","cat8",NA,NA,NA,NA,1
"816","cpn595",2.27,1.82,0.94,"brand3","prod132","cat8",NA,NA,NA,NA,1
"819","cpn596",4.82,4.01,1.26,"brand3","prod34","cat5",NA,NA,NA,NA,1
"825","cpn598",2.96,1.19,1.57,"brand4","prod18","cat5",NA,NA,NA,NA,1
"827","cpn599",4.4,1.19,1.26,"brand3","prod73","cat5",NA,NA,NA,NA,1
"828","cpn600",3.66,1.14,1.57,"brand3","prod73","cat5",NA,NA,NA,NA,1
"829","cpn601",2.5,1.46,0.63,"brand2","prod38","cat1",NA,NA,NA,NA,1
"831","cpn602",3.89,11.11,1.26,"brand3","prod63","cat5",NA,NA,NA,NA,1
"832","cpn603",5.51,2.75,1.57,"brand2","prod1","cat1",NA,NA,NA,NA,1
"834","cpn605",3.8,3.87,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"835","cpn606",2.87,2.39,1.26,"brand2","prod134","cat1",NA,NA,NA,NA,1
"837","cpn607",7.04,9.38,0.94,"brand3","prod82","cat5",NA,NA,NA,NA,1
"846","cpn613",3.06,1.02,1.88,"brand4","prod143","cat5",NA,NA,NA,NA,1
"848","cpn614",5.51,0.73,1.57,"brand3","prod28","cat3",NA,NA,NA,NA,1
"849","cpn615",3.52,1.76,1.26,"brand4","prod100","cat7",NA,NA,NA,NA,1
"852","cpn618",6.44,0,1.57,"brand3","prod48","cat13",NA,NA,NA,NA,1
"858","cpn621",6.44,4.59,1.57,"brand3","prod94","cat5",NA,NA,NA,NA,1
"860","cpn623",6.67,1.85,1.26,"brand3","prod36","cat3",NA,NA,NA,NA,1
"863","cpn625",7.87,2.19,1.57,"brand3","prod28","cat3",NA,NA,NA,NA,1
"865","cpn627",3.15,0,1.57,"brand3","prod35","cat8",NA,NA,NA,NA,1
"866","cpn628",3.33,1.9,1.57,"brand3","prod28","cat3",NA,NA,NA,NA,1
"869","cpn629",7.78,3.11,1.57,"brand3","prod86","cat3",NA,NA,NA,NA,1
"872","cpn631",5.19,1.3,2.2,"brand2","prod86","cat3",NA,NA,NA,NA,1
"873","cpn632",5.28,2.62,2.2,"brand3","prod19","cat5",NA,NA,NA,NA,1
"876","cpn634",6.76,4.5,1.57,"brand3","prod12","cat5",NA,NA,NA,NA,1
"877","cpn635",4.91,8.18,1.57,"brand2","prod40","cat1",NA,NA,NA,NA,1
"878","cpn636",13.85,0,0.63,"brand3","prod69","cat5",NA,NA,NA,NA,1
"882","cpn638",10.84,1.2,0.94,"brand3","prod145","cat12",NA,NA,NA,NA,1
"887","cpn641",6.25,1.04,1.26,"brand3","prod11","cat3",NA,NA,NA,NA,1
"890","cpn642",3.66,0,1.26,"brand3","prod37","cat5",NA,NA,NA,NA,1
"891","cpn643",4.08,1.5,1.26,"brand3","prod103","cat5",NA,NA,NA,NA,1
"894","cpn644",7.36,3.68,1.26,"brand3","prod17","cat5",NA,NA,NA,NA,1
"900","cpn647",6.39,1.07,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"913","cpn658",3.57,2.37,0.94,"brand3","prod106","cat8",NA,NA,NA,NA,1
"917","cpn661",4.58,0.61,1.26,"brand2","prod28","cat3",NA,NA,NA,NA,1
"920","cpn662",3.06,0.61,0.94,"brand2","prod22","cat5",NA,NA,NA,NA,1
"921","cpn663",4.91,0,1.57,"brand13","prod67","cat13",NA,NA,NA,NA,1
"926","cpn665",4.26,1.42,3.14,"brand3","prod8","cat3",NA,NA,NA,NA,1
"928","cpn667",21.07,4.21,1.26,"brand7","prod1","cat1",NA,NA,NA,NA,1
"931","cpn669",7.22,4.01,1.88,"brand2","prod1","cat1",NA,NA,NA,NA,1
"936","cpn671",6.95,1.16,1.57,"brand3","prod43","cat3",NA,NA,NA,NA,1
"942","cpn673",4.72,2.36,2.2,"brand3","prod14","cat5",NA,NA,NA,NA,1
"943","cpn674",21.49,4.77,1.26,"brand2","prod33","cat1",NA,NA,NA,NA,1
"944","cpn675",7.04,0.83,0.94,"brand2","prod43","cat3",NA,NA,NA,NA,1
"952","cpn679",11.99,0.43,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"953","cpn680",7.36,4.91,1.26,"brand3","prod65","cat13",NA,NA,NA,NA,1
"955","cpn681",2.5,4.17,0.94,"brand14","prod1","cat1",NA,NA,NA,NA,1
"960","cpn684",3.06,0.84,1.88,"brand3","prod103","cat5",NA,NA,NA,NA,1
"967","cpn688",3.06,2.55,1.26,"brand2","prod38","cat1",NA,NA,NA,NA,1
"968","cpn689",6.3,0.31,1.57,"brand2","prod2","cat3",NA,NA,NA,NA,1
"971","cpn690",5.28,1.17,1.26,"brand3","prod27","cat5",NA,NA,NA,NA,1
"972","cpn691",3.89,0,1.88,"brand3","prod77","cat6",NA,NA,NA,NA,1
"975","cpn693",11.48,0.35,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"978","cpn695",2.73,1.24,1.57,"brand3","prod37","cat5",NA,NA,NA,NA,1
"980","cpn696",5.09,5.09,1.57,"brand2","prod52","cat5",NA,NA,NA,NA,1
"985","cpn700",11.81,3.94,1.26,"brand3","prod109","cat12",NA,NA,NA,NA,1
"986","cpn701",6.44,0.71,1.57,"brand3","prod71","cat12",NA,NA,NA,NA,1
"987","cpn702",3.66,4.87,0.94,"brand3","prod116","cat6",NA,NA,NA,NA,1
"992","cpn703",3.8,1.02,1.57,"brand3","prod73","cat5",NA,NA,NA,NA,1
"995","cpn704",5.09,0.68,1.57,"brand2","prod2","cat3",NA,NA,NA,NA,1
"997","cpn706",4.17,0.83,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"998","cpn707",4.26,0,2.2,"brand2","prod146","cat13",NA,NA,NA,NA,1
"999","cpn708",3.1,0,2.51,"brand2","prod120","cat13",NA,NA,NA,NA,1
"1002","cpn710",10.93,7.28,2.2,"brand13","prod147","cat13",NA,NA,NA,NA,1
"1005","cpn712",3.66,0.73,1.57,"brand3","prod148","cat13",NA,NA,NA,NA,1
"1009","cpn715",8.24,3.92,1.57,"brand3","prod1","cat1",NA,NA,NA,NA,1
"1015","cpn719",15.7,15.7,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"1017","cpn721",2.69,2.98,1.57,"brand3","prod69","cat5",NA,NA,NA,NA,1
"1023","cpn724",5.09,0,1.57,"brand3","prod151","cat13",NA,NA,NA,NA,1
"1027","cpn726",3.29,2.73,1.57,"brand3","prod30","cat1",NA,NA,NA,NA,1
"1029","cpn727",5.93,4.56,1.26,"brand5","prod100","cat2",NA,NA,NA,NA,1
"1030","cpn728",6.99,1.99,1.26,"brand3","prod81","cat1",NA,NA,NA,NA,1
"1031","cpn729",6.3,1.87,2.2,"brand2","prod28","cat3",NA,NA,NA,NA,1
"1035","cpn731",9.22,4.6,1.57,"brand19","prod23","cat13",NA,NA,NA,NA,1
"1036","cpn732",4.45,1.43,1.26,"brand2","prod51","cat8",NA,NA,NA,NA,1
"1038","cpn734",7.04,0.01,0.94,"brand3","prod82","cat5",NA,NA,NA,NA,1
"1039","cpn735",6.67,1.67,1.26,"brand3","prod87","cat12",NA,NA,NA,NA,1
"1041","cpn737",3.66,0,1.88,"brand13","prod140","cat13",NA,NA,NA,NA,1
"1044","cpn739",4.58,0.92,1.57,"brand3","prod27","cat5",NA,NA,NA,NA,1
"1049","cpn741",3.66,6.77,1.88,"brand3","prod39","cat5",NA,NA,NA,NA,1
"1054","cpn742",3.24,0.81,1.57,"brand11","prod66","cat11",NA,NA,NA,NA,1
"1056","cpn743",3.15,0,2.51,"brand2","prod120","cat13",NA,NA,NA,NA,1
"1064","cpn745",4.45,0.74,1.57,"brand2","prod13","cat3",NA,NA,NA,NA,1
"1069","cpn747",2.41,0.48,1.57,"brand3","prod55","cat11",NA,NA,NA,NA,1
"1070","cpn748",3.52,2.34,1.57,"brand3","prod44","cat5",NA,NA,NA,NA,1
"1071","cpn749",2.59,1.3,1.57,"brand2","prod14","cat5",NA,NA,NA,NA,1
"1075","cpn751",5.51,3.94,1.57,"brand6","prod1","cat1",NA,NA,NA,NA,1
"1085","cpn755",9.63,1.33,1.26,"brand2","prod36","cat3",NA,NA,NA,NA,1
"1088","cpn757",3.06,0.61,0.63,"brand3","prod17","cat5",NA,NA,NA,NA,1
"1089","cpn758",3.01,1.33,1.57,"brand3","prod73","cat5",NA,NA,NA,NA,1
"1091","cpn760",5.97,1.24,1.57,"brand3","prod43","cat3",NA,NA,NA,NA,1
"1092","cpn761",6.02,1.32,1.88,"brand3","prod153","cat5",NA,NA,NA,NA,1
"1093","cpn762",6.67,2.67,1.26,"brand3","prod51","cat8",NA,NA,NA,NA,1
"1100","cpn765",5.51,1.37,2.2,"brand2","prod86","cat3",NA,NA,NA,NA,1
"1101","cpn766",5.09,2.04,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"1104","cpn768",5.28,1.76,0.94,"brand3","prod109","cat12",NA,NA,NA,NA,1
"1108","cpn770",7.09,2.36,1.57,"brand6","prod81","cat1",NA,NA,NA,NA,1
"1116","cpn772",4.17,0,1.26,"brand2","prod52","cat5",NA,NA,NA,NA,1
"1121","cpn775",3.24,1.3,1.26,"brand3","prod12","cat5",NA,NA,NA,NA,1
"1129","cpn779",5.51,2.2,1.57,"brand3","prod81","cat1",NA,NA,NA,NA,1
"1132","cpn780",8.66,8.66,1.26,"brand1","prod40","cat1",NA,NA,NA,NA,1
"1139","cpn781",2.32,0.93,1.26,"brand2","prod86","cat3",NA,NA,NA,NA,1
"1141","cpn782",6.99,2.45,1.57,"brand2","prod31","cat1",NA,NA,NA,NA,1
"1146","cpn787",7.22,3.61,1.26,"brand3","prod109","cat12",NA,NA,NA,NA,1
"1155","cpn790",9.22,7.68,1.26,"brand3","prod114","cat5",NA,NA,NA,NA,1
"1161","cpn791",3.29,1.32,0.63,"brand3","prod104","cat8",NA,NA,NA,NA,1
"1164","cpn793",3.66,1.97,1.57,"brand3","prod44","cat5",NA,NA,NA,NA,1
"1167","cpn796",4.08,0,1.88,"brand3","prod146","cat13",NA,NA,NA,NA,1
"1168","cpn797",5.65,6.27,3.14,"brand3","prod40","cat1",NA,NA,NA,NA,1
"1169","cpn798",6.07,0.92,0,"brand2","prod46","cat3",NA,NA,NA,NA,1
"1173","cpn800",6.02,1.28,1.57,"brand3","prod103","cat5",NA,NA,NA,NA,1
"1187","cpn803",8.29,2.07,3.14,"brand2","prod36","cat3",NA,NA,NA,NA,1
"1188","cpn804",21.12,0.94,1.26,"brand3","prod129","cat13",NA,NA,NA,NA,1
"1190","cpn805",4.08,0.68,1.26,"brand2","prod13","cat3",NA,NA,NA,NA,1
"1191","cpn806",2.41,2,1.57,"brand2","prod4","cat5",NA,NA,NA,NA,1
"1198","cpn809",8.94,3.58,1.57,"brand2","prod156","cat1",NA,NA,NA,NA,1
"1200","cpn810",3.33,1.67,1.57,"brand3","prod37","cat5",NA,NA,NA,NA,1
"1212","cpn814",3.61,2.41,1.88,"brand5","prod100","cat2",NA,NA,NA,NA,1
"1213","cpn815",3.33,3.33,1.57,"brand3","prod32","cat11",NA,NA,NA,NA,1
"1223","cpn819",9.22,0.88,1.26,"brand2","prod2","cat3",NA,NA,NA,NA,1
"1237","cpn825",6.39,2.13,0.94,"brand2","prod42","cat1",NA,NA,NA,NA,1
"1253","cpn829",5.74,2.87,1.57,"brand3","prod43","cat3",NA,NA,NA,NA,1
"1255","cpn830",13.48,3.84,1.26,"brand6","prod45","cat1",NA,NA,NA,NA,1
"1259","cpn831",4.45,0.74,1.57,"brand2","prod13","cat3",NA,NA,NA,NA,1
"1262","cpn832",4.45,2.36,3.14,"brand3","prod43","cat3",NA,NA,NA,NA,1
"1263","cpn833",5.09,5.2,1.57,"brand3","prod94","cat5",NA,NA,NA,NA,1
"1265","cpn834",3.06,1.53,0.94,"brand3","prod99","cat5",NA,NA,NA,NA,1
"1266","cpn835",2.41,0.6,3.14,"brand19","prod60","cat5",NA,NA,NA,NA,1
"1269","cpn836",7.97,1.2,1.26,"brand3","prod28","cat3",NA,NA,NA,NA,1
"1272","cpn838",4.17,0.93,1.26,"brand3","prod37","cat5",NA,NA,NA,NA,1
"1274","cpn840",6.44,2.14,1.88,"brand3","prod14","cat5",NA,NA,NA,NA,1
"1275","cpn841",5.51,7.34,1.57,"brand3","prod116","cat6",NA,NA,NA,NA,1
"1283","cpn844",22.69,2.83,1.26,"brand19","prod86","cat3",NA,NA,NA,NA,1
"1286","cpn845",3.61,0.72,3.14,"brand19","prod57","cat5",NA,NA,NA,NA,1
"1287","cpn846",2.41,1.2,3.14,"brand2","prod44","cat5",NA,NA,NA,NA,1
"1289","cpn847",10.84,1.2,0.94,"brand3","prod87","cat12",NA,NA,NA,NA,1
"1290","cpn848",2.73,0.36,1.57,"brand13","prod115","cat13",NA,NA,NA,NA,1
"1292","cpn850",3.89,0,1.57,"brand3","prod50","cat5",NA,NA,NA,NA,1
"1293","cpn851",3.89,3.89,1.57,"brand3","prod50","cat5",NA,NA,NA,NA,1
"1297","cpn852",6.44,2.14,0.94,"brand3","prod74","cat1",NA,NA,NA,NA,1
"1298","cpn853",6.02,1,1.26,"brand3","prod43","cat3",NA,NA,NA,NA,1
"1299","cpn854",3.66,2.44,1.57,"brand3","prod60","cat5",NA,NA,NA,NA,1
"1304","cpn855",4.17,2.08,1.57,"brand3","prod157","cat5",NA,NA,NA,NA,1
"1314","cpn860",6.11,1.35,1.57,"brand3","prod71","cat12",NA,NA,NA,NA,1
"1317","cpn862",4.58,0.65,1.26,"brand3","prod37","cat5",NA,NA,NA,NA,1
"1322","cpn863",7.97,5.31,1.26,"brand3","prod125","cat5",NA,NA,NA,NA,1
"1323","cpn864",7.36,2.95,1.88,"brand3","prod14","cat5",NA,NA,NA,NA,1
"1324","cpn865",3.98,1.72,6.28,"brand19","prod40","cat1",NA,NA,NA,NA,1
"1325","cpn866",3.15,3.15,1.26,"brand3","prod32","cat11",NA,NA,NA,NA,1
"1326","cpn867",4.54,2.27,0.94,"brand3","prod160","cat6",NA,NA,NA,NA,1
"1327","cpn868",5.97,4.59,1.26,"brand2","prod161","cat1",NA,NA,NA,NA,1
"1331","cpn870",7.32,1.82,1.57,"brand2","prod86","cat3",NA,NA,NA,NA,1
"1332","cpn871",15.7,6.82,1.26,"brand3","prod114","cat5",NA,NA,NA,NA,1
"1339","cpn875",26.95,5.98,0.94,"brand6","prod7","cat1",NA,NA,NA,NA,1
"1345","cpn877",10.84,4.33,0.94,"brand3","prod33","cat1",NA,NA,NA,NA,1
"1347","cpn878",5.19,0,0.94,"brand3","prod3","cat5",NA,NA,NA,NA,1
"1349","cpn879",5.09,0.56,1.26,"brand2","prod2","cat3",NA,NA,NA,NA,1
"1350","cpn880",5.09,5.2,1.57,"brand3","prod94","cat5",NA,NA,NA,NA,1
"1353","cpn882",3.7,1.08,1.26,"brand3","prod112","cat21",NA,NA,NA,NA,1
"1359","cpn884",2.78,2.78,0.94,"brand3","prod116","cat6",NA,NA,NA,NA,1
"1360","cpn885",3.66,2.44,6.28,"brand11","prod66","cat11",NA,NA,NA,NA,1
"1361","cpn886",4.17,1.85,1.26,"brand3","prod157","cat5",NA,NA,NA,NA,1
"1362","cpn887",4.26,0,1.88,"brand2","prod162","cat13",NA,NA,NA,NA,1
"1369","cpn890",9.49,3.51,1.57,"brand2","prod31","cat1",NA,NA,NA,NA,1
"1373","cpn892",5.51,1.1,1.57,"brand3","prod11","cat3",NA,NA,NA,NA,1
"1378","cpn894",3.89,1.76,0.94,"brand2","prod51","cat8",NA,NA,NA,NA,1
"1381","cpn897",2.87,1.3,1.26,"brand2","prod51","cat8",NA,NA,NA,NA,1
"1387","cpn900",12.04,3.01,1.88,"brand2","prod76","cat1",NA,NA,NA,NA,1
"1392","cpn902",12.92,8.61,0.94,"brand3","prod112","cat21",NA,NA,NA,NA,1
"1400","cpn904",4.45,1.64,1.26,"brand3","prod46","cat3",NA,NA,NA,NA,1
"1402","cpn905",7.36,3.68,3.14,"brand3","prod1","cat1",NA,NA,NA,NA,1
"1408","cpn906",7.32,0,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"1410","cpn908",2.32,1.16,1.88,"brand3","prod64","cat5",NA,NA,NA,NA,1
"1413","cpn909",7.87,4.37,1.57,"brand3","prod114","cat5",NA,NA,NA,NA,1
"1417","cpn910",3.15,5.24,1.57,"brand7","prod1","cat1",NA,NA,NA,NA,1
"1423","cpn911",6.16,8.8,0.63,"brand5","prod40","cat1",NA,NA,NA,NA,1
"1424","cpn912",8.71,2.18,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"1425","cpn913",3.94,0.65,1.57,"brand3","prod125","cat5",NA,NA,NA,NA,1
"1426","cpn914",4.82,2.41,0.94,"brand3","prod51","cat8",NA,NA,NA,NA,1
"1429","cpn915",4.91,4.91,1.57,"brand6","prod156","cat1",NA,NA,NA,NA,1
"1443","cpn919",9.22,0,1.88,"brand3","prod115","cat13",NA,NA,NA,NA,1
"1445","cpn921",3.94,1.31,0.94,"brand3","prod27","cat5",NA,NA,NA,NA,1
"1446","cpn922",3.66,2.08,1.57,"brand3","prod44","cat5",NA,NA,NA,NA,1
"1450","cpn924",12.64,4.21,1.26,"brand7","prod1","cat1",NA,NA,NA,NA,1
"1451","cpn925",4.35,0.72,1.26,"brand2","prod13","cat3",NA,NA,NA,NA,1
"1453","cpn926",3.52,1.76,0.94,"brand3","prod104","cat8",NA,NA,NA,NA,1
"1468","cpn927",4.91,4.08,1.57,"brand3","prod40","cat1",NA,NA,NA,NA,1
"1470","cpn929",7.59,1.61,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"1471","cpn930",2.45,1.22,0.63,"brand2","prod104","cat8",NA,NA,NA,NA,1
"1472","cpn931",3.66,4.15,1.88,"brand3","prod57","cat5",NA,NA,NA,NA,1
"1473","cpn932",3.06,2.65,1.88,"brand2","prod4","cat5",NA,NA,NA,NA,1
"1474","cpn933",6.02,5.28,1.26,"brand3","prod87","cat12",NA,NA,NA,NA,1
"1475","cpn934",5.56,1.85,1.26,"brand3","prod71","cat12",NA,NA,NA,NA,1
"1478","cpn935",9.22,1.84,1.57,"brand3","prod28","cat3",NA,NA,NA,NA,1
"1481","cpn936",9.22,0.73,1.26,"brand2","prod2","cat3",NA,NA,NA,NA,1
"1485","cpn937",5.37,0,1.26,"brand3","prod52","cat5",NA,NA,NA,NA,1
"1491","cpn940",3.52,2.2,1.26,"brand3","prod56","cat5",NA,NA,NA,NA,1
"1493","cpn941",4.35,1.08,1.26,"brand11","prod123","cat10",NA,NA,NA,NA,1
"1494","cpn942",5.51,2.75,1.57,"brand3","prod14","cat5",NA,NA,NA,NA,1
"1505","cpn944",9.91,1.23,1.26,"brand3","prod93","cat10",NA,NA,NA,NA,1
"1518","cpn947",10.74,5.37,1.26,"brand3","prod107","cat21",NA,NA,NA,NA,1
"1525","cpn948",3.61,0.72,1.26,"brand2","prod68","cat8",NA,NA,NA,NA,1
"1527","cpn949",4.58,4.58,1.26,"brand2","prod13","cat3",NA,NA,NA,NA,1
"1532","cpn952",2.41,2.41,1.26,"brand3","prod113","cat11",NA,NA,NA,NA,1
"1556","cpn960",4.91,0.61,1.26,"brand3","prod11","cat3",NA,NA,NA,NA,1
"1583","cpn968",4.58,1.34,0.94,"brand3","prod112","cat21",NA,NA,NA,NA,1
"1595","cpn970",3.06,1.02,1.57,"brand2","prod8","cat3",NA,NA,NA,NA,1
"1597","cpn971",7.13,2.04,0.94,"brand2","prod33","cat1",NA,NA,NA,NA,1
"1598","cpn972",6.11,0.03,0.94,"brand3","prod82","cat5",NA,NA,NA,NA,1
"1599","cpn973",3.61,1.43,0.94,"brand2","prod157","cat5",NA,NA,NA,NA,1
"1604","cpn976",5.93,2.37,1.88,"brand2","prod86","cat3",NA,NA,NA,NA,1
"1609","cpn977",13.34,4.45,1.57,"brand6","prod1","cat1",NA,NA,NA,NA,1
"1615","cpn978",3.47,0.69,1.57,"brand4","prod118","cat11",NA,NA,NA,NA,1
"1619","cpn980",11.07,7.37,1.57,"brand3","prod65","cat13",NA,NA,NA,NA,1
"1628","cpn982",3.47,1.39,1.88,"brand2","prod86","cat3",NA,NA,NA,NA,1
"1638","cpn988",2.69,0.3,2.2,"brand3","prod71","cat12",NA,NA,NA,NA,1
"1639","cpn989",8.98,4.98,0.94,"brand6","prod7","cat1",NA,NA,NA,NA,1
"1648","cpn992",4.12,5.88,1.26,"brand7","prod1","cat1",NA,NA,NA,NA,1
"1649","cpn993",5.37,2.23,1.57,"brand3","prod46","cat3",NA,NA,NA,NA,1
"1654","cpn995",3.38,0.94,0.94,"brand3","prod83","cat8",NA,NA,NA,NA,1
"1655","cpn996",5.37,0.89,1.88,"brand3","prod13","cat3",NA,NA,NA,NA,1
"1661","cpn997",10.28,1.71,0.94,"brand3","prod15","cat8",NA,NA,NA,NA,1
"1675","cpn1003",6.44,5.36,1.57,"brand3","prod40","cat1",NA,NA,NA,NA,1
"1680","cpn1006",5.09,0,1.57,"brand3","prod151","cat13",NA,NA,NA,NA,1
"1686","cpn1010",3.47,0.69,1.57,"brand2","prod52","cat5",NA,NA,NA,NA,1
"1691","cpn1012",3.66,0,1.26,"brand3","prod39","cat5",NA,NA,NA,NA,1
"1692","cpn1013",3.52,58.66,1.57,"brand3","prod4","cat5",NA,NA,NA,NA,1
"1695","cpn1015",8.8,0,1.57,"brand3","prod55","cat5",NA,NA,NA,NA,1
"1703","cpn1016",3.47,1.73,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"1705","cpn1018",4.17,0.83,1.57,"brand3","prod85","cat5",NA,NA,NA,NA,1
"1706","cpn1019",5.37,2.23,1.57,"brand3","prod46","cat3",NA,NA,NA,NA,1
"1707","cpn1020",4.17,4.17,1.57,"brand3","prod64","cat5",NA,NA,NA,NA,1
"1709","cpn1022",7.36,0,1.26,"brand3","prod79","cat6",NA,NA,NA,NA,1
"1713","cpn1024",5.93,5.29,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"1717","cpn1025",2.55,1.02,1.57,"brand3","prod164","cat8",NA,NA,NA,NA,1
"1722","cpn1027",5.51,0.18,2.2,"brand13","prod23","cat13",NA,NA,NA,NA,1
"1729","cpn1029",2.5,1,1.26,"brand3","prod130","cat6",NA,NA,NA,NA,1
"1732","cpn1031",2.5,2.27,0.94,"brand2","prod38","cat1",NA,NA,NA,NA,1
"1735","cpn1033",5.97,3.98,0.94,"brand2","prod131","cat1",NA,NA,NA,NA,1
"1736","cpn1034",3.47,1.73,2.2,"brand2","prod86","cat3",NA,NA,NA,NA,1
"1760","cpn1041",6.44,0,1.88,"brand3","prod14","cat5",NA,NA,NA,NA,1
"1761","cpn1042",4.08,1.43,1.26,"brand3","prod96","cat5",NA,NA,NA,NA,1
"1768","cpn1044",5.28,0.88,1.26,"brand3","prod71","cat12",NA,NA,NA,NA,1
"1769","cpn1045",4.91,0.98,1.57,"brand3","prod116","cat6",NA,NA,NA,NA,1
"1770","cpn1046",4.12,0,1.26,"brand3","prod116","cat6",NA,NA,NA,NA,1
"1776","cpn1048",9.91,3.3,1.57,"brand3","prod165","cat5",NA,NA,NA,NA,1
"1781","cpn1049",3.89,0.52,1.26,"brand2","prod8","cat3",NA,NA,NA,NA,1
"1782","cpn1050",8.61,1.72,1.26,"brand3","prod18","cat5",NA,NA,NA,NA,1
"1783","cpn1051",3.47,1.39,0.94,"brand2","prod95","cat8",NA,NA,NA,NA,1
"1785","cpn1052",2.78,1.03,1.57,"brand2","prod150","cat5",NA,NA,NA,NA,1
"1788","cpn1053",2.73,1.47,6.28,"brand3","prod37","cat5",NA,NA,NA,NA,1
"1789","cpn1054",6.44,1.6,1.57,"brand11","prod98","cat10",NA,NA,NA,NA,1
"1796","cpn1056",4.45,0.89,1.57,"brand2","prod152","cat5",NA,NA,NA,NA,1
"1797","cpn1057",3.66,1.82,1.88,"brand2","prod14","cat5",NA,NA,NA,NA,1
"1801","cpn1058",4.21,4.21,1.57,"brand2","prod156","cat1",NA,NA,NA,NA,1
"1803","cpn1059",12.78,1.42,1.88,"brand3","prod145","cat12",NA,NA,NA,NA,1
"1806","cpn1060",8.24,0.69,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"1807","cpn1061",6.81,5.23,1.26,"brand4","prod30","cat1",NA,NA,NA,NA,1
"1811","cpn1063",2.59,0.52,1.88,"brand11","prod142","cat10",NA,NA,NA,NA,1
"1812","cpn1064",4.82,3.34,0.94,"brand3","prod37","cat5",NA,NA,NA,NA,1
"1823","cpn1066",3.24,0.65,1.57,"brand11","prod142","cat10",NA,NA,NA,NA,1
"1824","cpn1067",3.89,0,0.94,"brand2","prod17","cat5",NA,NA,NA,NA,1
"1828","cpn1069",5.37,3.16,1.57,"brand3","prod30","cat1",NA,NA,NA,NA,1
"1831","cpn1070",13.85,1.54,1.57,"brand3","prod87","cat12",NA,NA,NA,NA,1
"1832","cpn1071",6.11,2.04,1.26,"brand3","prod145","cat12",NA,NA,NA,NA,1
"1837","cpn1073",2.41,1.45,0.94,"brand2","prod38","cat1",NA,NA,NA,NA,1
"1844","cpn1075",9.22,1.84,1.57,"brand3","prod28","cat3",NA,NA,NA,NA,1
"1845","cpn1076",2.5,0.5,1.57,"brand14","prod58","cat5",NA,NA,NA,NA,1
"1849","cpn1077",7.09,7.87,1.88,"brand2","prod40","cat1",NA,NA,NA,NA,1
"1851","cpn1078",2.73,0.78,1.88,"brand4","prod58","cat5",NA,NA,NA,NA,1
